ET_ID,ADM0_EN,ADM0_SW,ADM0_PCODE,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,ADM3_EN,ADM3_PCODE,pop_2020
2984,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Njombe,TZ2204,Igongolo,TZ2204021,9730.201171875
2985,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Njombe,TZ2204,Kichiwa,TZ2204031,11572.1767578125
2986,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Njombe,TZ2204,Ninga,TZ2204041,6670.41748046875
2987,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Njombe,TZ2204,Ikuna,TZ2204051,10738.6337890625
2988,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Njombe,TZ2204,Kidegembye,TZ2204061,9358.4296875
2989,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Njombe,TZ2204,Matembwe,TZ2204073,10089.6484375
2990,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Njombe,TZ2204,Lupembe,TZ2204083,8953.490234375
2991,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Njombe,TZ2204,Ikondo,TZ2204091,8903.849609375
2992,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Njombe,TZ2204,Mfriga,TZ2204101,4970.7216796875
2993,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Njombe,TZ2204,Idamba,TZ2204111,3680.00512695313
2994,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Lumbila,TZ2205011,1248.89807128906
2995,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Kilondo,TZ2205021,1375.20568847656
2996,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Mawengi,TZ2205031,10006.38671875
2997,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Lupanga,TZ2205041,6943.0869140625
2998,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Mlangali,TZ2205053,14136.0029296875
2999,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Milo,TZ2205061,7532.58447265625
3000,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Lugarawa,TZ2205073,9334.44140625
3001,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Madope,TZ2205081,5921.83837890625
3002,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Madilu,TZ2205091,10043.2880859375
3003,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Mundindi,TZ2205101,8092.33447265625
3004,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Mavanga,TZ2205111,8311.80078125
3005,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Ibumi,TZ2205121,2015.69897460938
3006,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Nkomang'ombe,TZ2205131,3989.13134765625
3007,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Luilo,TZ2205141,4328.76123046875
3008,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Masasi,TZ2205151,2587.9072265625
3009,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Manda,TZ2205163,4357.46826171875
3010,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Iwela,TZ2205171,1315.51501464844
3011,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Lupingu,TZ2205181,5643.77587890625
3012,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Ludewa,TZ2205193,11036.7451171875
3013,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Ludende,TZ2205201,6004.47705078125
3014,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Luana,TZ2205211,5046.2578125
3015,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Makonde,TZ2205221,3976.1171875
3016,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Mkongobaki,TZ2205231,3861.47631835938
3017,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Lifuma,TZ2205241,1994.30603027344
3018,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Ludewa,TZ2205,Ruhuhu,TZ2205251,4082.13720703125
3019,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Makambako Township Authority,TZ2206,Ubena,TZ2206013,19316.53515625
3020,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Makambako Township Authority,TZ2206,Mjimwema,TZ2206022,35844.3359375
3021,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Makambako Township Authority,TZ2206,Mlowa,TZ2206031,6710.728515625
3022,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Makambako Township Authority,TZ2206,Lyamkena,TZ2206043,11768.6474609375
3023,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Makambako Township Authority,TZ2206,Mwembetogwa,TZ2206052,7025.52783203125
3024,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Makambako Township Authority,TZ2206,Mahongole,TZ2206061,10785.126953125
3025,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Makambako Township Authority,TZ2206,Kitandililo,TZ2206071,8112.59765625
3026,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Njombe,TZ22,Makambako Township Authority,TZ2206,Utengule,TZ2206081,10012.89453125
3027,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda Urban,TZ2301,Kakese,TZ2301011,29150.65234375
3028,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda Urban,TZ2301,Misunkumilo,TZ2301022,4593.0693359375
3029,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda Urban,TZ2301,Shanwe,TZ2301032,8606.2109375
3030,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda Urban,TZ2301,Makanyagio,TZ2301042,10211.0712890625
3031,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda Urban,TZ2301,Kashaulili,TZ2301052,18046.65625
3032,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda Urban,TZ2301,Mpanda Hotel,TZ2301062,18203.40234375
3033,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda Urban,TZ2301,Kawajense,TZ2301072,19608.619140625
3034,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda Urban,TZ2301,Nsemulwa,TZ2301082,26477.091796875
3035,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda Urban,TZ2301,Ilembo,TZ2301092,5777.68505859375
3036,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda,TZ2302,Mishamo,TZ2302013,83367.3984375
3037,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda,TZ2302,Mpanda Ndogo,TZ2302021,34408.59375
3038,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda,TZ2302,Mwese,TZ2302031,10364.1708984375
3039,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda,TZ2302,Katuma,TZ2302041,12873.4306640625
3040,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda,TZ2302,Kabungu,TZ2302051,30529.525390625
3041,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda,TZ2302,Sibwesa,TZ2302061,26644.869140625
3042,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda,TZ2302,Ikola,TZ2302071,22523.7890625
3043,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda,TZ2302,Karema,TZ2302083,9365.056640625
3044,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mpanda,TZ2302,Kapalamsenga,TZ2302091,12104.6201171875
3045,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Kasokola,TZ2303011,5493.263671875
3046,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Ugala,TZ2303021,11592.08203125
3047,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Litapunga,TZ2303031,96167.1796875
3048,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Mtapenda,TZ2303041,6299.87939453125
3049,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Inyonga,TZ2303053,15104.29296875
3050,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Ilunde,TZ2303061,5087.2041015625
3051,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Ilela,TZ2303071,8726.9013671875
3052,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Utende,TZ2303081,10356.748046875
3053,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Mamba,TZ2303091,29493.5390625
3054,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Mbede,TZ2303101,14424.3193359375
3055,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Urwira,TZ2303111,8732.52734375
3056,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Nsimbo,TZ2303121,9823.650390625
3057,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Magamba,TZ2303131,4290.91064453125
3058,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Sitalike,TZ2303141,13508.3505859375
3059,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Usevya,TZ2303153,12530.109375
3060,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Kibaoni,TZ2303161,16712.66796875
3061,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Machimboni,TZ2303171,12839.66015625
3062,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Kapalala,TZ2303181,6353.44775390625
3063,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Itenka,TZ2303191,22092.236328125
3064,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Ikuba,TZ2303201,10203.712890625
3065,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Mwamapuli,TZ2303211,22157.0078125
3066,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Majimoto,TZ2303221,24783.9609375
3067,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Kasansa,TZ2303231,10469.4765625
3068,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Katavi,TZ23,Mlele,TZ2303,Nsenkwa,TZ2303241,8147.9619140625
3069,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Nkindwabiye,TZ2401011,20980.642578125
3070,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Mwaubinge,TZ2401021,23312.07421875
3071,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Nkololo,TZ2401033,32885.61328125
3072,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Mwaumatondo,TZ2401041,38999.4609375
3073,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Madobana,TZ2401051,38671.58984375
3074,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Nyangokolwa,TZ2401061,34169.66796875
3075,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Somanda,TZ2401073,25054.0546875
3076,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Bunamhala,TZ2401081,43126.04296875
3077,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Sakwe,TZ2401091,38704.21875
3078,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Ngulyati,TZ2401103,17297.51953125
3079,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Mhango,TZ2401111,16931.826171875
3080,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Kilalo,TZ2401121,15876.1103515625
3081,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Kasoli,TZ2401131,21307.650390625
3082,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Gambosi,TZ2401141,22228.3984375
3083,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Guduwi,TZ2401151,16096.326171875
3084,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Ikungulyabashashi,TZ2401161,15125.08203125
3085,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Nyakabindi,TZ2401173,29763.375
3086,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Dutwa,TZ2401183,23635.58203125
3087,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Sapiwi,TZ2401191,29354.712890625
3088,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Matongo,TZ2401201,39065.83203125
3089,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Gilya,TZ2401211,24408.916015625
3090,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Isanga,TZ2401221,17098.22265625
3091,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Bariadi,TZ2401233,14258.0546875
3092,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Malambo,TZ2401243,15966.294921875
3093,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Bariadi,TZ2401,Sima,TZ2401253,22525.8046875
3094,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Bumera,TZ2402011,20731.1640625
3095,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Ikindiro,TZ2402021,20168.62109375
3096,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Mwamtani,TZ2402031,15699.0595703125
3097,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Sagata,TZ2402041,28015.734375
3098,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Mwaswale,TZ2402051,21503.5625
3099,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Nkuyu,TZ2402061,17336.654296875
3100,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Mhunze,TZ2402071,17501.123046875
3101,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Migato,TZ2402081,31511.8046875
3102,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Chinamili,TZ2402091,22644.408203125
3103,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Ndolelezi,TZ2402101,20780.3671875
3104,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Lagangabilili,TZ2402111,20207.05859375
3105,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Budalabujiga,TZ2402121,16878.87890625
3106,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Nkoma,TZ2402131,32822.1015625
3107,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Mwalushu,TZ2402141,21412.7421875
3108,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Mwamapalala,TZ2402153,24088.5703125
3109,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Nyamalapa,TZ2402161,20287.84375
3110,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Lugulu,TZ2402173,28753.3046875
3111,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Nhobora,TZ2402181,18697.7421875
3112,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Zagayu,TZ2402191,22232.826171875
3113,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Kinang'weli,TZ2402201,18934.951171875
3114,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Mbita,TZ2402211,19012.7734375
3115,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Itilima,TZ2402,Sawida,TZ2402221,15246.255859375
3116,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Mwanhuzi,TZ2403013,24947.38671875
3117,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Nkoma,TZ2403021,10385.9931640625
3118,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Kimali,TZ2403031,11461.8466796875
3119,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Mwamishali,TZ2403041,16117.3212890625
3120,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Itinje,TZ2403051,18300.544921875
3121,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Kisesa,TZ2403061,24041.91796875
3122,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Mwandoya,TZ2403071,21843.91796875
3123,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Lingeka,TZ2403081,8379.9140625
3124,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Sakasaka,TZ2403091,14937.552734375
3125,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Imalaseko,TZ2403101,8083.68017578125
3126,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Mwabuzo,TZ2403111,15391.5390625
3127,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Mwamalole,TZ2403121,11704.34765625
3128,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Mwanjolo,TZ2403131,14902.5712890625
3129,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Mwabuma,TZ2403141,19597.107421875
3130,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Mwabusalu,TZ2403151,14661.6181640625
3131,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Lubiga,TZ2403161,20069.787109375
3132,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Mwamanongu,TZ2403171,9773.7421875
3133,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Nghoboko,TZ2403181,14842.0732421875
3134,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Bukundi,TZ2403191,13330.4658203125
3135,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Mwasengela,TZ2403201,15958.5888671875
3136,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Mwamanimba,TZ2403211,5976.47509765625
3137,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Tindabuligi,TZ2403221,14552.0771484375
3138,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Mwakisandu,TZ2403231,11181.681640625
3139,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Mwangundo,TZ2403241,15098.6982421875
3140,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Meatu,TZ2403,Mwanyahina,TZ2403251,14473.9375
3141,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Maswa,TZ2404,Ng'wigwa,TZ2404011,11626.046875
3142,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Maswa,TZ2404,Nguliguli,TZ2404021,8148.07275390625
3143,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Maswa,TZ2404,Ipililo,TZ2404031,21801.244140625
3144,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Maswa,TZ2404,Senani,TZ2404041,13976.7412109375
3145,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Maswa,TZ2404,Mwamanenge,TZ2404051,10224.0029296875
3146,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Maswa,TZ2404,Sukuma,TZ2404061,11878.9189453125
3147,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Maswa,TZ2404,Mpindo,TZ2404071,14138.58984375
3148,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Maswa,TZ2404,Dakama,TZ2404081,16995.802734375
3149,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Maswa,TZ2404,Lalago,TZ2404093,27394.419921875
3150,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Maswa,TZ2404,Budekwa,TZ2404101,16162.6865234375
3151,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Maswa,TZ2404,Busilili,TZ2404111,18368.177734375
3152,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Maswa,TZ2404,Sengwa,TZ2404121,12356.509765625
3153,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Maswa,TZ2404,Masela,TZ2404131,14489.6083984375
3154,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Simiyu,TZ24,Maswa,TZ2404,Isanga,TZ2404141,19968.333984375
